prot_name,log2(FC),#NAME?
541,0.541251854,0.888553843
4801,0.539325634,0.866058664
6964,0.537491422,0.827270427
4934,0.534632111,0.840931789
5011,0.531460528,1.712258205
467,0.53105141,1.010292884
5131,0.530106209,1.058693626
5464,0.528752943,2.787838813
3430,0.519119482,1.057969458
4064,0.515190059,0.538140503
903,0.514018617,1.4114815
7395,0.5133,1.217060638
2617,0.512144887,1.096815338
4983,0.51126238,0.887619472
1785,0.510070562,1.308592526
479,0.509786215,1.719772831
2229,0.506908045,1.411026
5134,0.505277747,1.030150247
7509,0.504532307,1.570282447
5193,0.504376697,0.540360419
6734,0.502357728,1.041839238
1499,0.501933803,0.614305502
4903,0.501240533,1.61500261
1788,0.501204608,1.912352164
1468,0.495957807,1.011746246
5029,0.49444081,0.822952975
1959,0.492719615,1.432283219
3545,0.487696889,0.796105308
4345,0.487282055,1.815586398
3975,0.487017151,0.776490589
7313,0.484467898,1.21222565
3305,0.483963349,1.346482942
2948,0.483548442,0.698017591
5370,0.483008154,1.557262051
1346,0.478326471,0.618073838
681,0.478307601,1.963225457
5762,0.474605968,1.394977589
2916,0.470656363,0.541192055
5691,0.469630403,1.232867067
5319,0.466253564,1.988254109
4501,0.461795396,0.950674341
1623,0.45787794,2.350156685
2991,0.457625156,1.756583407
7648,0.45656328,1.068289113
3055,0.453504341,1.640349793
2923,0.452398689,1.300232689
1181,0.442552291,0.69090016
1214,0.441396158,0.546721827
2374,0.438542359,1.26244059
4274,0.437360151,0.690988291
2214,0.436770063,0.820654249
6618,0.436487146,0.766433648
1952,0.436108151,1.610025283
2121,0.433905908,0.851665397
2623,0.433308065,1.364928456
5500,0.433061647,1.074522662
1645,0.432819561,1.149452662
1571,0.432784061,0.531060267
6399,0.432134883,0.646763189
1411,0.428530036,1.274412277
466,0.421666118,0.442262481
5825,0.420728052,2.66756402
3938,0.419020851,2.525290566
4914,0.418700135,1.800918038
6729,0.417764655,1.215600564
1467,0.41474169,0.713457601
2100,0.412648034,1.025926528
4481,0.411850313,1.133446012
5639,0.411263608,1.124121654
1388,0.406101653,1.198517591
7285,0.406066953,1.646375835
5160,0.404404817,0.548118046
3835,0.402900991,0.444671411
2090,0.402640186,1.212255608
6331,0.401050529,0.603030301
2726,0.399825893,0.46137428
3342,0.399614282,1.235068607
1682,0.397108192,0.680321474
6461,0.396921475,1.641665678
4920,0.39337583,1.190939033
3566,0.392637949,1.240724292
3104,0.392366114,0.746983086
2528,0.391732247,0.472214617
1998,0.384723189,1.030183495
3613,0.383531191,1.21526426
7287,0.382877634,0.804681455
3350,0.380407286,1.177265766
3648,0.376812189,0.532345945
2029,0.376464585,1.525249903
1896,0.373075495,1.94188272
1958,0.372844357,1.488203014
3964,0.370369839,2.811424468
1790,0.368442351,1.576364576
6086,0.366608979,0.783964728
1451,0.366131833,0.383681954
2194,0.365310892,1.341622105
1496,0.364195548,0.45017865
3775,0.364020194,0.566779299
959,0.362281687,1.27218012
4067,0.358388412,0.732166247
2435,0.356286545,0.512935671
2332,0.355223123,0.838438627
1809,0.351628814,0.965500413
5406,0.349800048,0.364824633
2910,0.348458492,0.81939796
2659,0.344882727,0.848501179
497,0.344131412,1.576844648
1631,0.343431911,0.800851333
2136,0.34068599,0.821753111
718,0.339993874,1.151656913
2555,0.339445142,0.844124426
5352,0.338425745,2.234583342
3574,0.338154947,1.333476465
3208,0.336860109,0.734872048
2541,0.335564581,0.60484823
3808,0.335397751,0.978833759
2236,0.332107137,0.955947112
2260,0.331543282,0.898090963
2442,0.327821674,0.477147273
1643,0.322907924,1.440770321
5645,0.318839904,1.367915834
1537,0.31774548,0.38518543
3908,0.316189564,0.912046191
2363,0.315167043,1.551839852
3814,0.313944424,0.539144716
5187,0.3138751,0.507628526
2633,0.311587034,0.691259323
1856,0.310209341,1.340452121
5467,0.306390103,1.248619001
3801,0.305418816,0.468886555
4189,0.301380124,0.196597637
4048,0.298913328,0.568459821
6332,0.297385129,0.680119534
1570,0.293953431,1.209565028
4236,0.293460861,0.802439303
2061,0.290731918,1.05288842
4380,0.28864372,0.637752746
7033,0.288000495,0.719417848
2144,0.28748936,0.699351408
3794,0.287141136,0.997561553
1136,0.285311467,0.825074682
2789,0.281582891,0.775777847
840,0.280686293,0.445410378
774,0.278860003,0.405895505
190,0.278121273,0.872901032
6055,0.277978882,0.68490838
3403,0.277948913,0.767594819
6965,0.276721205,0.394719575
2908,0.276369067,0.687653644
5764,0.276032622,0.876817259
7434,0.275883598,1.165074725
7211,0.275355013,0.397538353
3971,0.274300775,0.536974784
5550,0.273032346,0.278658962
5753,0.271962356,0.422689383
1593,0.270051963,0.922147973
3939,0.270051963,0.922147973
2437,0.269896962,0.403094458
3654,0.269479072,1.066939075
2152,0.267349495,0.67557126
2851,0.266472062,0.349758636
3944,0.266409343,0.740512893
6214,0.265697571,0.548989799
1183,0.26512516,0.961350713
6992,0.264322511,0.181262084
3854,0.26368966,1.252176452
1926,0.259299031,0.494876106
1913,0.254757363,1.737240404
3027,0.25337061,0.915563409
1069,0.253198306,0.694929064
4136,0.253025499,0.964270972
1098,0.249852339,0.50774454
4803,0.24862984,1.807890255
1475,0.247543287,0.667777771
5551,0.246484826,0.178021295
1669,0.244633306,0.759414539
6082,0.244633306,0.759414539
1062,0.243884684,0.962512607
1780,0.243495973,0.515686329
3079,0.243457592,0.939477179
3565,0.238481377,1.012046304
3205,0.236520082,0.368654355
5826,0.235576737,0.801099844
5135,0.235451165,0.48585244
1336,0.232533342,0.264902638
5044,0.231317296,0.673197265
7278,0.231114427,0.518182695
5565,0.230681732,0.409474601
6074,0.230563301,0.382356061
3606,0.23027548,0.613678743
4244,0.22582973,0.573750493
7037,0.225473445,0.643403193
3786,0.219980895,0.291798011
5785,0.216435684,0.484269717
3363,0.212475175,0.176321892
1514,0.205902702,0.220437975
5637,0.20433916,0.208230532
1808,0.201496559,0.332290498
1520,0.201378172,1.125268862
4305,0.200894189,0.522914226
5102,0.200832561,1.221023614
5163,0.19996046,0.466452194
782,0.198584882,0.801134713
3331,0.194529493,0.154784279
2434,0.192130392,0.412487068
2176,0.191546042,1.020164133
2161,0.189805063,0.9046444
7408,0.188940625,1.257772048
1460,0.188668781,0.495392659
5540,0.187311897,0.175906267
5411,0.187116991,0.415363622
1507,0.183728309,0.263388531
1582,0.182828998,0.350103412
2440,0.180177602,0.084968929
196,0.179549407,0.331047882
4580,0.179268499,0.36793434
5843,0.178713786,0.292840775
4149,0.177715737,0.370873211
6107,0.177618682,0.278650452
6952,0.175860566,0.353549747
2782,0.171661439,0.380877394
4238,0.171207405,0.512131288
3045,0.170741319,0.610573779
3542,0.170391547,0.83641251
2993,0.169661323,0.755651658
4567,0.165604822,0.443944333
2094,0.162943652,0.296802636
2542,0.162322033,0.989593261
1325,0.16096639,0.467274343
3884,0.160356155,0.902956853
4142,0.160057418,0.279392412
2250,0.159067965,0.215468481
3655,0.158275195,0.772572222
4066,0.157654698,0.259895807
4060,0.154286929,0.597508801
6750,0.149811081,0.35442817
2134,0.147332488,0.133607499
1534,0.146597335,0.230547812
5780,0.146168072,0.340712307
5169,0.144840387,1.024600452
1019,0.144672416,0.352328155
3481,0.144672416,0.352328155
4625,0.144566806,0.169260893
1995,0.142449558,0.193259261
2911,0.142252788,0.167695386
6479,0.140749291,0.382401859
3834,0.140399672,0.162177971
6519,0.138161985,0.186266837
3666,0.13812587,1.183705693
4895,0.137277916,0.423728157
5562,0.136658001,0.48036537
4318,0.136062559,0.060643068
4740,0.135402832,0.105855635
5111,0.131218075,0.46219641
3560,0.129258798,0.759252833
5031,0.125205365,0.414884147
5481,0.12515856,0.242232012
5466,0.122119938,0.656997005
5247,0.118726659,0.438446598
2279,0.11786792,0.43571647
2738,0.117511149,0.426197402
1519,0.117149362,0.269798549
4409,0.116721977,0.174951496
1864,0.112430294,0.189283771
5735,0.112315405,1.233376316
3308,0.108578727,0.219142894
713,0.107184533,0.0860321
4099,0.104749435,0.166453149
4462,0.104521377,0.42471211
3874,0.104483863,0.591938395
3956,0.10383226,0.149630643
2092,0.098487344,0.212654099
1800,0.095190785,0.179606353
6787,0.095154667,0.111934068
2662,0.094255906,0.234263303
7565,0.094255906,0.234263303
5161,0.093040439,0.17901427
6466,0.091077834,0.865727165
4907,0.088606782,0.275867336
3569,0.087678753,0.206070535
3322,0.086739787,0.10608713
1193,0.085599702,0.419143195
4031,0.085210246,0.156430844
4485,0.084325875,0.276191441
1766,0.083276636,0.160604261
5248,0.082388325,0.144647104
4119,0.080037614,0.12759191
2226,0.079761602,0.192882423
3081,0.073203912,0.475467539
4389,0.073074904,0.085283994
536,0.071335001,0.164206239
5541,0.071081008,0.110253919
441,0.070798845,0.348216373
7351,0.070434537,0.058816359
328,0.06940501,0.107842215
1586,0.068981252,0.28844801
4755,0.06860538,0.056287604
6614,0.067988512,0.421745616
3132,0.067843046,0.566056615
1135,0.067346149,0.132848107
2609,0.067339732,0.562208944
2859,0.067048795,0.143420513
4315,0.063319332,0.144720573
6020,0.062741331,0.085697783
5761,0.061199824,0.069423574
2065,0.060331521,0.462734866
6443,0.059161931,0.187233488
1469,0.058201977,0.114671863
5405,0.058107781,0.138781582
6015,0.057883721,0.216879473
5501,0.055161017,0.190260306
3644,0.055051275,0.117883335
2841,0.052217123,0.24280702
5507,0.050764905,0.200740862
6073,0.050676441,0.075466381
5211,0.049024578,0.083638835
6624,0.048706075,0.179666796
7133,0.048315755,0.080976048
5736,0.04758744,0.107450554
3915,0.047023457,0.112560371
3022,0.046234943,0.135975876
7319,0.046201084,0.254002394
3284,0.045992834,0.575557512
1037,0.045843388,0.081383704
1354,0.045815957,0.040759884
5230,0.045534085,0.09722454
5726,0.043398976,0.050023085
5194,0.042820026,0.248570836
3843,0.041986329,0.139897904
2532,0.041281917,0.189079511
3153,0.038267779,0.042392564
4249,0.034559474,0.040043591
6764,0.034461098,0.069974839
4634,0.034266086,0.097607779
2146,0.032122295,0.04260967
7645,0.031814748,0.032783758
3852,0.031176033,0.052484942
5734,0.026754152,0.038685875
3056,0.025305794,0.030966561
5491,0.024043582,0.026358104
5989,0.023369285,0.101637274
3296,0.022923919,0.242017115
5533,0.021492262,0.067229904
2893,0.021253033,0.029548037
3067,0.020265995,0.036195949
6627,0.01777546,0.024490798
4313,0.016940101,0.036394832
2154,0.016220784,0.100159819
1929,0.015056248,0.125498279
3898,0.014358317,0.048147685
2293,0.014214747,0.020715235
3793,0.013465543,0.077111337
3792,0.013267586,0.013221491
3385,0.012939614,0.014543931
2333,0.011407041,0.019902348
5366,0.009313338,0.017113213
5158,0.008562811,0.048807034
4591,0.006182384,0.010248224
3130,0.005851221,0.009087563
3899,0.003402555,0.025058152
3334,0.000962452,0.002368695
2573,0.000272525,0.00034099
4240,-0.000163088,0.000154816
1463,-0.002239033,0.013567406
1949,-0.002375998,0.002728235
3142,-0.005187339,0.009376391
902,-0.006644681,0.01218538
3182,-0.006795773,0.004582036
4222,-0.007697759,0.005562552
4068,-0.008850134,0.026121485
5145,-0.008891975,0.007307668
5390,-0.00952329,0.016562841
3902,-0.011023098,0.042722435
4077,-0.012240559,0.031204386
2867,-0.014222284,0.038140646
2899,-0.015899681,0.00852113
3313,-0.015963337,0.029497335
2112,-0.016863513,0.06638071
5207,-0.017207909,0.014609063
1516,-0.017635062,0.031305044
5998,-0.017898146,0.078375866
3941,-0.018432753,0.020739884
4323,-0.01863355,0.03498526
4844,-0.019092808,0.174558496
5188,-0.023525176,0.025294514
4954,-0.023892715,0.037970186
4586,-0.023903614,0.078058216
5775,-0.024113382,0.053019619
6493,-0.025199214,0.033398333
2504,-0.025487827,0.034653021
6139,-0.026103925,0.028988081
1936,-0.026594397,0.060129778
6126,-0.026594397,0.060129778
2111,-0.026598031,0.070251375
2929,-0.02753309,0.030186684
3538,-0.029212897,0.021963963
548,-0.03033655,0.035859979
4112,-0.030920917,0.071756391
3960,-0.032748899,0.116466598
6208,-0.032799233,0.035388597
1539,-0.033359925,0.11140124
5845,-0.033359925,0.11140124
7312,-0.033359925,0.11140124
1056,-0.033639684,0.150041096
5385,-0.034336071,0.307011468
3105,-0.034802334,0.044786649
7578,-0.036297384,0.050314911
5105,-0.037560602,0.191528187
2980,-0.038796494,0.136577088
3476,-0.038958674,0.053516766
5373,-0.039964082,0.078033803
4152,-0.039969644,0.063387978
1515,-0.041972494,0.029793179
5186,-0.042172777,0.101883311
2045,-0.042395148,0.086284549
1900,-0.044643956,0.089892366
3841,-0.047725305,0.049140109
2772,-0.047760834,0.13664563
4872,-0.048878594,0.145871475
2076,-0.04899319,0.119264852
3804,-0.049551197,0.056811549
1772,-0.05023184,0.158257712
2797,-0.053031209,0.146760923
4182,-0.054402522,0.069783258
1866,-0.056423123,0.041682288
5715,-0.057553737,0.150504448
5499,-0.058227251,0.082230788
3895,-0.058306995,0.113874126
6463,-0.058664185,0.11995315
4358,-0.05909959,0.166499596
5831,-0.062408688,0.167999554
1928,-0.06258562,0.371662171
1654,-0.063478846,0.283708193
3668,-0.06398867,0.088713951
2122,-0.06446696,0.076753081
1442,-0.066741282,0.179444092
3346,-0.068697575,0.233605563
3186,-0.069488495,0.936286317
5497,-0.069832917,0.069236079
1916,-0.071183943,0.157584462
1938,-0.071715805,0.18539242
1918,-0.071994436,0.226959937
2294,-0.072035945,0.29281748
4245,-0.077299634,0.381195284
5048,-0.079992888,0.155678108
1450,-0.081288844,0.285790623
3761,-0.082016806,0.151856296
1070,-0.082532291,0.480511637
5649,-0.082861514,0.188131998
1372,-0.084090352,0.169926634
4947,-0.084515458,0.226268763
2919,-0.08573442,0.318129857
4227,-0.088522838,0.185157493
2677,-0.088581149,0.201451377
2947,-0.091704997,0.327066012
1613,-0.092242886,0.422544656
2641,-0.092366474,0.542827378
7089,-0.092494786,0.18187272
5510,-0.092945963,0.553868026
3028,-0.093394938,0.072039008
4078,-0.094812042,0.221040526
6052,-0.098387747,0.171068504
2158,-0.099996283,0.285833568
2666,-0.103798626,0.24872538
798,-0.105276309,0.215153982
6648,-0.10556246,0.360687346
5202,-0.106180817,0.39527618
2175,-0.108231915,0.436687402
4418,-0.112035796,0.360679119
1239,-0.113197823,0.288548167
3062,-0.115613887,0.451058602
3149,-0.119008146,0.652782574
2755,-0.120788154,0.076233378
6140,-0.122282668,0.290452218
3788,-0.124245527,0.540874794
3369,-0.127720422,0.819255517
1914,-0.127932317,0.826342363
5688,-0.130392649,0.115906184
1417,-0.130550167,0.123382604
2864,-0.133572399,0.117857524
5357,-0.134522618,1.203708617
1331,-0.136346972,0.179867147
3622,-0.137251181,0.164711786
5458,-0.137251181,0.164711786
6307,-0.138019824,0.157194496
1373,-0.139783692,0.126551509
1505,-0.140662177,0.358584525
1812,-0.141227601,0.113648567
918,-0.141253596,0.297133357
5473,-0.142038316,0.216598753
2178,-0.142072433,0.358611087
3371,-0.14209399,0.492238968
6116,-0.142117895,0.331453742
2007,-0.14233416,0.471920321
2082,-0.142392459,0.320589723
1909,-0.143942396,0.474136124
5245,-0.144628391,0.260248798
3040,-0.144931138,0.643358886
144,-0.145170523,0.195379986
2579,-0.145363162,0.563852274
1490,-0.145605899,0.242529796
1487,-0.146449769,0.167234893
1750,-0.147001082,1.620904923
5122,-0.147001082,1.620904923
4128,-0.147261972,0.481335494
3330,-0.147430196,0.262887391
5451,-0.147903995,0.189137919
3927,-0.148116258,0.297614737
5865,-0.148366797,0.715566325
5556,-0.148394918,0.235721669
2756,-0.148570368,0.251902812
3164,-0.148582962,0.357659557
3879,-0.148871966,0.740297269
7625,-0.14912709,0.658983019
3772,-0.149355557,0.179385055
5731,-0.149371153,0.922937313
3101,-0.149759808,0.776094536
4200,-0.14988977,0.633897317
4394,-0.15040594,0.377176918
3561,-0.15059898,0.387506637
3918,-0.150916367,0.176730763
7409,-0.151209412,0.263001016
4172,-0.151632472,0.290120069
4484,-0.152080393,0.205487762
6739,-0.15212583,0.265898788
953,-0.152286345,0.377051681
5638,-0.152286345,0.377051681
4216,-0.153313005,0.145440204
4016,-0.153380695,0.202285743
4460,-0.153396108,0.547817649
6615,-0.153678136,0.289981596
2227,-0.154356994,0.321826483
4516,-0.154398266,0.255651629
994,-0.156817323,0.231165455
779,-0.15851505,0.160572677
5234,-0.158648293,0.156822698
6132,-0.15866273,0.240888856
2364,-0.159464008,0.158075365
5033,-0.160214102,1.339863621
834,-0.160841407,0.166431419
1208,-0.161381081,0.20005553
3009,-0.163664351,1.350035056
5643,-0.163876293,1.640744937
886,-0.165064974,0.178642897
2670,-0.16654401,0.128865532
191,-0.168394321,0.305092661
1764,-0.173850167,0.542473906
3945,-0.181726958,0.655774882
6625,-0.18448576,0.72882512
4232,-0.185692237,1.05125746
4057,-0.189723177,0.417331719
5534,-0.189895276,0.639780197
4760,-0.192296194,0.857447068
1642,-0.193213533,0.571733094
4956,-0.195917908,0.468790111
5378,-0.196819875,0.764613259
5198,-0.200211242,0.803908744
6474,-0.200724324,0.423791238
569,-0.200736246,0.446650516
1008,-0.201066297,0.619776467
2032,-0.201478546,0.367676463
4604,-0.202937193,0.466720678
2638,-0.203252746,1.14426002
5858,-0.204051536,1.100516148
5129,-0.204825536,0.499961777
2155,-0.208990586,1.005253174
1690,-0.209405376,0.367753664
4549,-0.211212271,0.732177597
3317,-0.211947197,1.135230861
2794,-0.212590656,0.515384595
5687,-0.213257101,1.024081043
1865,-0.216916688,0.425423028
6542,-0.218351757,0.786483907
5664,-0.218855269,1.382697642
5356,-0.223393638,1.472767799
3870,-0.225231792,1.285520798
7555,-0.227640731,0.206865856
4176,-0.22867581,1.457505331
4843,-0.229531679,1.364154039
3339,-0.231184768,0.438964419
6758,-0.231184768,0.438964419
1483,-0.231248108,0.503859373
2192,-0.232233093,1.813126325
3817,-0.23328108,0.577912876
7167,-0.23363747,0.382167551
6161,-0.234060563,0.798845793
6000,-0.236623525,0.960517399
6002,-0.237218635,0.816346343
5588,-0.237554258,0.670023116
6619,-0.238488695,0.813464156
3128,-0.238567679,1.56550385
2907,-0.239921012,0.580739494
5412,-0.240152668,0.44798023
4465,-0.240810888,1.120062756
2080,-0.242434138,0.449131204
6075,-0.242483556,0.353400679
6008,-0.242944824,1.103279175
4909,-0.242970733,1.518624488
5271,-0.24312463,0.45184183
6458,-0.243406961,0.750421424
6608,-0.243644618,0.132503745
3838,-0.243688068,0.970561907
2585,-0.244267981,0.552811086
5770,-0.244758453,0.268793846
5103,-0.244888514,0.265512227
2038,-0.245154017,0.720181982
5698,-0.248587381,0.371888259
6676,-0.248587381,0.371888259
1585,-0.249781521,1.042251188
863,-0.250648192,0.552703978
1196,-0.25085315,0.653475949
4676,-0.251064011,0.613080827
3909,-0.251194984,0.436821295
6745,-0.25283694,0.608935786
2128,-0.254269107,0.416012177
2625,-0.255738245,0.555921921
2547,-0.256409716,0.616652427
6586,-0.256477495,0.315257104
1942,-0.257896502,1.419805071
4827,-0.258165013,1.722983723
3539,-0.259076202,2.03416309
5692,-0.25924006,1.126536494
6742,-0.259282846,1.008719313
1774,-0.260237973,0.916207921
4622,-0.26091183,0.379686266
1921,-0.261318221,0.39730225
5863,-0.261612418,0.522838032
1498,-0.262534156,0.934742194
3968,-0.264587226,0.566083973
5459,-0.264720488,0.581621772
1628,-0.265628554,0.536116238
4320,-0.26591371,1.273832904
2526,-0.266895726,1.262257332
3784,-0.267146724,0.744006457
5580,-0.267826614,0.229331796
1535,-0.268206499,0.956919462
3134,-0.268869427,0.723477057
6995,-0.269436961,1.542432551
4759,-0.270818001,1.253509847
1651,-0.27201295,0.61996735
4768,-0.275889979,0.471908776
5959,-0.277553428,1.012031907
4304,-0.279058379,0.252715208
1004,-0.281856573,0.820465789
6216,-0.282235153,1.262586192
2840,-0.286935113,0.759990881
5140,-0.287480243,0.405460631
2281,-0.287981895,0.716251494
5479,-0.288501136,0.437244404
3955,-0.289682205,0.884130249
1930,-0.289875026,1.47113677
2834,-0.291814363,0.917263194
2171,-0.291842171,1.601097273
5359,-0.291849908,0.863641258
2075,-0.292144468,1.406451065
2635,-0.293020139,0.679709191
5246,-0.293429129,0.308559899
4894,-0.293843878,0.557703808
1425,-0.294682412,1.366754043
220,-0.295194946,0.78824178
1653,-0.296091072,0.773920578
3349,-0.296193724,0.526973893
2177,-0.296547561,1.493464401
5125,-0.296766891,1.110341084
2389,-0.297766891,0.349174821
2846,-0.297857827,1.463080692
4712,-0.297987893,1.393612502
1465,-0.29962242,0.684872577
5410,-0.300359331,0.861319117
5695,-0.300498536,0.990602795
1648,-0.300941969,1.319439344
5358,-0.301062123,1.47619513
2605,-0.301294145,0.651989288
4319,-0.301294145,0.651989288
581,-0.301567964,0.802481883
7631,-0.301740234,0.621128142
5126,-0.304443746,0.686544954
829,-0.305587931,1.21830027
1842,-0.309209929,1.702777644
5339,-0.309535626,1.420630774
1194,-0.312452445,1.173230407
6060,-0.3134399,0.315379274
4463,-0.313539372,0.788385834
5104,-0.314512646,0.814245464
5696,-0.315801031,0.989222572
2118,-0.319498489,0.516459277
4284,-0.320857961,0.714728923
218,-0.321408453,0.740767085
5506,-0.323817976,0.80309932
5802,-0.326943744,0.913442369
3665,-0.328166982,0.430359274
1997,-0.328630348,0.669823151
3785,-0.330262337,1.048939066
6751,-0.331075844,0.746538264
1940,-0.331384531,2.173848753
5970,-0.33139549,0.635669092
2613,-0.332423243,2.583052653
4273,-0.333091257,0.952776044
5355,-0.335345738,0.88157326
6251,-0.337614204,0.599085309
4056,-0.338133359,1.489651042
5143,-0.338228457,0.76035105
3401,-0.339244055,1.221828776
5281,-0.339757323,0.976903106
1915,-0.340208495,0.771042895
5478,-0.341104829,0.368867035
2499,-0.341679276,1.178749035
6300,-0.344920441,1.199973244
7503,-0.34739396,0.915011007
2360,-0.349455918,0.427570741
6649,-0.350289041,0.146351792
3885,-0.3522684,1.99119368
1547,-0.35528802,1.26712292
2974,-0.358880758,0.915453674
5152,-0.359144966,1.879620759
2211,-0.359198916,0.92508836
3563,-0.359617323,0.456902817
1397,-0.362085424,0.560889513
5732,-0.362454216,1.204572443
3882,-0.362521272,1.816710539
2153,-0.362919451,0.672571037
2540,-0.363348673,1.003172187
6444,-0.363978988,0.485663739
6051,-0.364715916,0.913029872
2588,-0.36561647,2.209676129
5824,-0.367719937,1.27333118
2099,-0.367755583,1.189418394
5585,-0.368951738,1.111867082
3754,-0.371651074,0.54718684
5617,-0.372343886,2.205748467
4812,-0.373760301,0.796717261
4546,-0.376486142,1.131342471
3483,-0.376768271,0.926521047
2556,-0.377880425,2.367089459
3625,-0.378299979,1.676063024
5716,-0.382654936,0.828570009
2078,-0.382794208,1.381714546
2850,-0.383315234,1.846836211
1844,-0.383913654,0.433684068
6093,-0.385559097,0.682053101
2034,-0.387530857,1.255673072
2614,-0.387645611,0.967449652
4436,-0.38930313,0.839194054
5618,-0.393633423,1.683990126
2318,-0.394130912,0.594751171
4750,-0.394350242,2.084831398
3070,-0.395769147,0.8727081
7720,-0.395837865,0.704503466
5738,-0.397043131,0.435677942
6016,-0.398797006,1.587142845
1849,-0.399129981,2.177105745
1508,-0.400358909,0.618270471
5999,-0.400899625,1.40745519
4386,-0.40573302,0.806634892
2957,-0.40654737,0.785308895
5809,-0.408081336,0.695983275
2946,-0.409241751,1.111337544
1917,-0.410352828,1.677607737
7018,-0.41223523,0.556554552
5176,-0.414260251,1.015366329
4632,-0.415414552,1.072250408
5569,-0.41600417,1.480616851
2610,-0.416448277,1.448938858
4181,-0.418131962,0.873146846
2072,-0.419765183,1.433204864
6634,-0.419881615,2.558153851
5554,-0.419908242,0.885901172
5189,-0.420149816,2.277222894
3272,-0.421013032,0.649161668
4076,-0.421107118,1.354374432
5457,-0.423105374,1.432773338
1629,-0.425042381,1.409810809
4252,-0.427906405,0.438525726
1824,-0.428924264,0.460509433
4187,-0.430352755,1.720655358
3120,-0.43090228,0.386161663
2380,-0.431830048,1.468684453
4797,-0.43189249,2.268124763
3353,-0.432732839,0.41475015
7210,-0.434406001,1.743945246
6048,-0.43442275,1.067890536
3400,-0.43461287,1.760163439
2179,-0.434792319,2.244970005
4538,-0.435600123,0.605751738
1943,-0.435783577,0.715740812
5582,-0.435945429,1.017053268
1939,-0.436562732,2.078473026
4461,-0.438362148,1.286802399
3063,-0.438966872,1.363405341
3815,-0.438984907,0.874661616
2977,-0.439249129,2.490950992
2973,-0.439628478,0.361830284
6765,-0.440983766,0.693208099
4618,-0.441023005,0.533406785
5115,-0.443891018,0.68900729
5372,-0.44576167,0.745629729
4170,-0.446039885,1.262077792
4431,-0.448035124,1.610246935
5558,-0.449874058,0.479290762
3647,-0.450669094,0.800052846
2615,-0.452034432,2.416586681
3301,-0.456456595,1.52426493
2091,-0.458016994,0.326215346
7390,-0.459155132,2.267093253
4963,-0.460885088,1.344259157
2295,-0.461941331,0.726774677
1497,-0.462948468,0.448547237
5783,-0.46487262,0.98461327
4116,-0.465457034,0.933626117
4816,-0.465518781,1.017902525
2050,-0.465873997,1.501943925
2548,-0.466221838,0.961361575
6080,-0.46755604,0.92684707
1757,-0.468929177,3.462921619
2238,-0.468929177,3.462921619
3229,-0.469819113,0.978167349
3099,-0.471411757,1.387973795
1485,-0.473505487,0.505558661
1488,-0.47457451,2.766955277
6650,-0.475155357,1.095967131
3094,-0.480661457,1.508173922
1474,-0.481713028,0.939776533
1477,-0.484860831,1.138297883
4972,-0.485144797,0.451099251
1851,-0.486538823,1.449438173
1763,-0.486908496,1.513732116
2160,-0.489349779,0.926903323
3151,-0.489937591,1.076383661
3380,-0.491506154,1.34595531
6330,-0.494341669,0.641798896
4643,-0.495543461,4.966122423
1781,-0.495903623,0.502825366
5528,-0.49622988,2.292097575
2159,-0.50048478,1.363434676
4421,-0.500836971,1.684772121
2084,-0.504703204,1.717028774
4950,-0.505460304,1.848251862
3314,-0.508429058,1.806141205
4681,-0.508797712,1.102859707
4764,-0.509929725,1.600792305
7504,-0.511447817,1.159268371
3664,-0.512171945,1.525482951
6017,-0.514122533,0.87872822
4677,-0.516867349,1.262111769
5486,-0.517877836,2.805482185
2147,-0.519242103,1.126691274
4718,-0.520004354,2.864699428
7547,-0.523616148,0.817338616
2979,-0.52432646,1.00888545
662,-0.525840825,1.127858254
5185,-0.525970261,1.58800809
1806,-0.527237712,1.492434302
6031,-0.53200248,1.515209194
5718,-0.532069927,1.034077991
3957,-0.535681676,0.794893684
5810,-0.53589841,2.805429023
5997,-0.537778139,0.69160879
3302,-0.538500798,1.458168114
5269,-0.539095405,3.376040213
4817,-0.540066013,1.810866927
4415,-0.544366182,1.949485521
2831,-0.545271839,0.507620858
1197,-0.546888568,1.393292667
3323,-0.547125897,1.076991591
4915,-0.547638262,0.605212188
4901,-0.547840668,1.708366707
5721,-0.548502953,1.273149147
1786,-0.551689295,0.672592449
3894,-0.553727979,3.999274173
5891,-0.554094377,2.794223737
6437,-0.554259077,1.745450171
3577,-0.554812373,1.432253586
5837,-0.555704818,1.079828825
1931,-0.555870369,1.631896365
1762,-0.555943292,0.693831516
4620,-0.55663563,0.767247363
3379,-0.558831468,1.072051163
7623,-0.558845444,1.197837431
1625,-0.559386289,0.982627101
5345,-0.559502499,1.569419243
1843,-0.559995421,1.890531887
5177,-0.560998862,2.946895044
472,-0.562038582,3.854669999
3053,-0.562038582,3.854669999
5480,-0.562566002,0.860737785
4080,-0.562954733,1.476932782
4540,-0.564112477,1.333755095
5544,-0.564844684,1.248821313
3610,-0.569134931,1.001334061
3999,-0.570305031,2.01125363
5682,-0.571415222,0.623537726
3155,-0.572409221,1.680647015
5559,-0.574409095,0.924966329
2043,-0.57548362,1.764523496
1470,-0.577597237,2.194339075
2439,-0.57876321,0.770963498
5667,-0.581218127,2.785245589
2965,-0.583541577,0.755245131
4714,-0.58425395,1.57700564
